FIPS,TOTAL
37053.0,4
37055.0,3
37057.0,42
37059.0,6
37061.0,54
37063.0,97
37065.0,52
37067.0,110
37069.0,31
37071.0,102
37073.0,3
37075.0,7
37077.0,50
37079.0,15
37081.0,192
37083.0,25
37085.0,64
37087.0,36
37089.0,64
37091.0,34
37093.0,22
37095.0,5
37097.0,34
37099.0,7
37101.0,59
37103.0,14
37105.0,16
37107.0,35
37109.0,16
37113.0,7
37115.0,1
37117.0,16
37111.0,32
37119.0,374
37121.0,4
37123.0,38
37125.0,36
37127.0,60
37129.0,36
37131.0,18
37133.0,26
37135.0,57
80037.0,0
37137.0,2
37139.0,33
37141.0,8
37143.0,3
37145.0,9
37147.0,35
37149.0,11
37151.0,57
37153.0,24
37155.0,86
37157.0,17
37159.0,110
37161.0,45
37163.0,28
37165.0,21
37167.0,57
37169.0,5
37171.0,26
37173.0,3
37175.0,9
37177.0,3
90037.0,0
37179.0,61
37181.0,46
37183.0,261
37185.0,7
37187.0,8
37189.0,2
37191.0,76
37193.0,36
37195.0,62
37197.0,9
37199.0,0
38001.0,0
38003.0,1
38005.0,8
38007.0,0
38009.0,16
38011.0,2
38013.0,1
38015.0,68
38017.0,79
38019.0,1
38021.0,0
38023.0,1
38025.0,4
38027.0,3
38029.0,7
38031.0,1
38033.0,0
38035.0,15
38037.0,1
38039.0,1
38041.0,1
38043.0,1
38045.0,3
38047.0,0
38049.0,11
38051.0,4
38053.0,3
38055.0,6
38057.0,3
38059.0,46
38061.0,6
38063.0,3
38065.0,0
80038.0,0
38067.0,0
38069.0,0
38071.0,3
38073.0,0
38075.0,2
38077.0,2
38079.0,7
38081.0,2
38083.0,1
38085.0,3
38087.0,0
38089.0,28
38091.0,0
38093.0,4
38095.0,1
38097.0,2
90038.0,0
38099.0,2
38101.0,24
38103.0,0
38105.0,11
69.0,2
39001.0,6
39003.0,73
39005.0,5
39007.0,48
39009.0,2
39011.0,16
39013.0,27
39015.0,3
39017.0,119
39019.0,7
39021.0,3
39023.0,53
39025.0,36
39027.0,13
39029.0,87
39031.0,12
39033.0,8
39035.0,671
39037.0,50
39039.0,13
39041.0,26
39043.0,53
39045.0,56
39047.0,8
39049.0,635
39051.0,4
39053.0,13
39055.0,50
39057.0,40
39059.0,8
39061.0,338
39063.0,19
39065.0,13
39067.0,3
39069.0,17
39071.0,4
39073.0,9
39075.0,10
39077.0,9
39079.0,7
39081.0,4
39083.0,15
39085.0,57
39087.0,24
39089.0,65
39091.0,3
39093.0,89
39095.0,370
39097.0,14
39099.0,283
39101.0,48
39103.0,42
39105.0,12
39107.0,27
39109.0,56
39111.0,18
39113.0,183
39115.0,0
39117.0,2
39119.0,4
39121.0,0
39123.0,30
80039.0,0
39125.0,1
39127.0,11
39129.0,46
39131.0,0
39133.0,67
39135.0,17
39137.0,27
39139.0,24
39141.0,33
39143.0,22
39145.0,8
39147.0,14
39149.0,14
39151.0,178
39153.0,259
39155.0,134
39157.0,21
90039.0,0
39159.0,3
39161.0,3
39163.0,3
39165.0,60
39167.0,23
39169.0,68
39171.0,4
39173.0,81
39175.0,13
40001.0,11
40003.0,0
40005.0,1
40007.0,0
40009.0,9
40011.0,1
40013.0,5
40015.0,23
40017.0,20
40019.0,9
40021.0,8
40023.0,2
40025.0,0
40027.0,85
40029.0,0
40031.0,16
40033.0,3
40035.0,2
40037.0,36
40039.0,3
40041.0,27
40043.0,1
40045.0,0
40047.0,23
40049.0,6
40051.0,14
40053.0,1
40055.0,8
40057.0,0
40059.0,1
40061.0,5
40063.0,4
40065.0,11
40067.0,0
40069.0,4
40071.0,15
40073.0,2
40075.0,2
40077.0,2
40079.0,21
40081.0,10
40083.0,2
40085.0,1
40093.0,2
40095.0,2
40097.0,11
40087.0,9
40089.0,37
40091.0,8
40099.0,2
40101.0,28
40103.0,3
40105.0,4
40107.0,6
40109.0,216
40111.0,8
40113.0,13
40115.0,8
80040.0,0
40117.0,5
40119.0,9
40121.0,20
40123.0,4
40125.0,11
40127.0,4
40129.0,2
40131.0,53
40133.0,6
40135.0,13
40137.0,8
40139.0,10
40141.0,2
40143.0,183
90040.0,0
40145.0,27
40147.0,41
40149.0,0
40151.0,0
40153.0,5
41001.0,2
41003.0,6
41005.0,65
41007.0,0
41009.0,1
41011.0,0
41013.0,1
41015.0,1
41017.0,13
41019.0,4
41021.0,0
41023.0,0
41025.0,0
41027.0,1
41029.0,6
41031.0,9
41033.0,2
41035.0,3
41037.0,0
41039.0,22
41041.0,13
41043.0,14
41045.0,33
41047.0,104
41049.0,6
41051.0,150
80041.0,0
41053.0,15
41055.0,0
41057.0,0
41059.0,43
90041.0,0
41061.0,2
41063.0,1
41065.0,15
41067.0,70
41069.0,0
41071.0,15
42001.0,27
42003.0,387
42005.0,19
42007.0,136
42009.0,6
42011.0,411
42013.0,23
42015.0,6
42017.0,622
42019.0,26
42021.0,7
42023.0,0
42025.0,29
42027.0,15
42029.0,374
42031.0,3
42033.0,7
42035.0,6
42037.0,39
42039.0,3
42041.0,78
42043.0,185
42045.0,764
42047.0,2
42049.0,39
42051.0,10
42053.0,1
42055.0,53
42057.0,2
42059.0,1
42061.0,8
42063.0,14
42065.0,3
42067.0,8
42069.0,217
42071.0,467
42073.0,24
42075.0,65
42077.0,361
42079.0,190
42081.0,29
42083.0,2
42085.0,25
42087.0,3
42089.0,134
42091.0,889
42093.0,7
42095.0,309
42097.0,96
80042.0,0
42099.0,6
42101.0,1840
42103.0,23
42105.0,1
42107.0,71
42109.0,12
42111.0,3
42113.0,1
42115.0,28
42117.0,3
90042.0,0
42119.0,7
42121.0,1
42123.0,1
42125.0,32
42127.0,12
42129.0,66
42131.0,8
42133.0,187
72001.0,0
72003.0,0
72005.0,0
72007.0,0
72009.0,0
72011.0,0
72013.0,0
72015.0,0
72017.0,0
72019.0,0
72021.0,0
72023.0,0
72025.0,0
72027.0,0
72029.0,0
72031.0,0
72033.0,0
72035.0,0
72037.0,0
72039.0,0
72041.0,0
72043.0,0
72045.0,0
72047.0,0
72049.0,0
72051.0,0
72053.0,0
72054.0,0
72055.0,0
72057.0,0
72059.0,0
72061.0,0
72063.0,0
72065.0,0
72067.0,0
72069.0,0
72071.0,0
72073.0,0
72075.0,0
72077.0,0
72079.0,0
72081.0,0
72083.0,0
72085.0,0
72087.0,0
72089.0,0
72091.0,0
72093.0,0
72095.0,0
72097.0,0
72099.0,0
72101.0,0
72103.0,0
72105.0,0
72107.0,0
72888.0,0
72109.0,0
72111.0,0
72113.0,0
72115.0,0
72117.0,0
72119.0,0
72121.0,0
72123.0,0
72125.0,0
72127.0,0
72129.0,0
72131.0,0
72133.0,0
72135.0,0
72137.0,0
72139.0,0
72999.0,758
72141.0,0
72143.0,0
72145.0,0
72147.0,0
72149.0,0
72151.0,0
72153.0,0
44001.0,17
44003.0,116
44005.0,10
80044.0,0
44007.0,909
90044.0,23
44009.0,77
45001.0,15
45003.0,85
45005.0,6
45007.0,190
45009.0,35
45011.0,19
45013.0,89
45015.0,92
45017.0,17
45019.0,269
45021.0,48
45023.0,22
45025.0,41
45027.0,68
45029.0,44
45031.0,63
45033.0,45
45035.0,92
45037.0,21
45039.0,37
45041.0,199
45043.0,47
45045.0,330
45047.0,74
45049.0,29
45051.0,207
45053.0,23
45055.0,42
45057.0,56
45059.0,58
45061.0,35
45063.0,187
45067.0,36
45069.0,12
45065.0,7
45071.0,35
45073.0,30
45075.0,129
80045.0,0
45077.0,53
45079.0,260
45081.0,22
45083.0,211
45085.0,84
90045.0,0
45087.0,15
45089.0,46
45091.0,90
46003.0,0
46005.0,12
46007.0,4
46009.0,1
46011.0,2
46013.0,4
46015.0,2
46017.0,3
46019.0,3
46021.0,0
46023.0,0
46025.0,0
46027.0,8
46029.0,10
46031.0,1
46033.0,3
46035.0,4
46037.0,0
46039.0,0
46041.0,0
46043.0,3
46045.0,1
46047.0,6
46049.0,1
46051.0,2
46053.0,8
46055.0,1
46057.0,0
46059.0,1
46061.0,1
46063.0,0
46065.0,5
46067.0,2
46069.0,0
46071.0,1
46073.0,6
46075.0,0
46077.0,0
46079.0,8
46081.0,5
46083.0,11
46085.0,4
46091.0,0
46087.0,1
46089.0,0
46093.0,8
46095.0,0
46097.0,0
46099.0,92
46101.0,1
46102.0,5
80046.0,0
46103.0,43
46105.0,0
46107.0,0
46109.0,2
46111.0,0
46115.0,1
46117.0,0
46119.0,0
46121.0,5
46123.0,1
46125.0,8
90046.0,0
46127.0,10
46129.0,1
46135.0,5
46137.0,1
47001.0,13
47003.0,20
47005.0,9
47007.0,4
47009.0,31
47011.0,21
47013.0,6
47015.0,2
47017.0,24
47019.0,32
47021.0,11
47023.0,13
47025.0,6
47027.0,7
47029.0,12
47031.0,19
47033.0,19
47035.0,24
47037.0,324
47041.0,16
47039.0,11
47043.0,18
47045.0,24
47047.0,21
47049.0,6
47051.0,14
47053.0,36
47055.0,31
47057.0,4
47059.0,48
47061.0,8
47063.0,43
47065.0,101
47067.0,3
47069.0,32
47071.0,19
47073.0,23
47075.0,25
47077.0,24
47079.0,10
47081.0,13
47083.0,14
47085.0,4
47087.0,5
47089.0,18
47091.0,6
47093.0,85
47095.0,3
47097.0,18
47099.0,17
47101.0,2
47103.0,2
47105.0,10
47111.0,22
47113.0,78
47115.0,9
47117.0,8
47119.0,35
47107.0,32
47109.0,24
47121.0,4
47123.0,22
47125.0,51
47127.0,2
47129.0,6
47131.0,17
80047.0,31
47133.0,11
47135.0,1
47137.0,4
47139.0,13
47141.0,51
47143.0,16
47145.0,6
47147.0,40
47149.0,105
47151.0,3
47153.0,4
47155.0,20
47157.0,548
47159.0,12
47161.0,7
47163.0,42
47165.0,106
47167.0,22
47169.0,7
90047.0,3
47171.0,1
47173.0,2
47175.0,1
47177.0,9
47179.0,42
47181.0,7
47183.0,23
47185.0,14
47187.0,47
47189.0,52
48001.0,38
48003.0,10
48005.0,87
48007.0,18
48009.0,1
48011.0,1
48013.0,34
48015.0,9
48017.0,5
48019.0,8
48021.0,31
48023.0,2
48025.0,37
48027.0,95
48029.0,1376
48031.0,6
48033.0,0
48035.0,9
48037.0,67
48039.0,179
48041.0,65
48043.0,5
48045.0,1
48047.0,23
48049.0,26
48051.0,6
48053.0,12
48055.0,37
48057.0,9
48059.0,4
48061.0,1063
48063.0,13
48065.0,0
48067.0,20
48069.0,6
48071.0,8
48073.0,31
48075.0,0
48077.0,2
48079.0,1
48081.0,4
48083.0,4
48085.0,169
48087.0,0
48089.0,4
48091.0,105
48093.0,5
48095.0,2
48097.0,7
48099.0,13
48101.0,3
48103.0,2
48105.0,7
48107.0,5
48109.0,2
48111.0,10
48113.0,1187
48115.0,15
48123.0,42
48117.0,25
48119.0,0
48121.0,162
48125.0,2
48127.0,7
48129.0,1
48131.0,20
48133.0,6
48135.0,108
48137.0,2
48141.0,571
48139.0,74
48143.0,13
48145.0,5
48147.0,16
48149.0,22
48151.0,3
48153.0,9
48155.0,0
48157.0,303
48159.0,6
48161.0,4
48163.0,9
48165.0,10
48167.0,166
48169.0,4
48171.0,10
48173.0,0
48175.0,6
48177.0,18
48179.0,9
48181.0,60
48183.0,81
48185.0,34
48187.0,79
48189.0,59
48191.0,1
48193.0,4
48195.0,6
48197.0,1
48199.0,33
48201.0,2718
48203.0,37
48205.0,0
48207.0,3
48209.0,70
48211.0,0
48213.0,28
48215.0,1895
48217.0,15
48219.0,11
48221.0,34
48223.0,21
48225.0,11
48227.0,19
48229.0,3
48231.0,42
48233.0,7
48235.0,0
48237.0,3
48239.0,16
48241.0,34
48243.0,0
48245.0,145
48247.0,3
48249.0,46
48251.0,60
48253.0,1
48255.0,17
48257.0,52
48259.0,10
48261.0,2
48263.0,0
48265.0,13
48267.0,1
48269.0,0
48271.0,1
48273.0,49
48275.0,8
48283.0,13
48277.0,44
48279.0,23
48281.0,9
48285.0,37
48287.0,14
48289.0,10
48291.0,53
48293.0,16
48295.0,1
48297.0,9
48299.0,2
48301.0,0
48303.0,150
48305.0,5
48313.0,6
48315.0,14
48317.0,7
48319.0,2
48321.0,51
48323.0,142
48307.0,4
48309.0,124
48311.0,1
48325.0,48
48327.0,0
48329.0,88
48331.0,7
48333.0,0
48335.0,2
48337.0,4
48339.0,167
48341.0,22
48343.0,5
48345.0,0
48347.0,66
48349.0,29
48351.0,13
48353.0,5
48355.0,435
48357.0,5
48359.0,1
48361.0,46
80048.0,0
48363.0,17
48365.0,27
48367.0,42
48369.0,15
48371.0,5
48373.0,30
48375.0,92
48377.0,7
48379.0,5
48381.0,47
48383.0,6
48385.0,8
48387.0,14
48389.0,6
48391.0,15
48393.0,0
48395.0,4
48397.0,30
48399.0,9
48401.0,20
48403.0,9
48405.0,15
48407.0,11
48409.0,79
48411.0,0
48413.0,2
48415.0,11
48417.0,0
48419.0,29
48421.0,1
48423.0,120
48425.0,5
48427.0,179
48429.0,4
48431.0,0
48433.0,1
48435.0,3
48437.0,3
48439.0,778
48441.0,62
48443.0,0
48445.0,6
48447.0,2
48449.0,34
48451.0,73
48453.0,443
48455.0,7
48457.0,4
90048.0,0
48459.0,12
48461.0,3
48463.0,36
48465.0,121
48467.0,24
48469.0,97
48471.0,61
48473.0,15
48475.0,1
48477.0,48
48479.0,337
48481.0,57
48483.0,0
48485.0,26
48487.0,3
48489.0,55
48491.0,149
48493.0,28
48495.0,4
48497.0,15
48499.0,33
48501.0,5
48503.0,6
48505.0,6
48507.0,18
0,14
49001.0,0
49003.0,0
49005.0,0
49007.0,0
0,6
49009.0,0
49011.0,38
49013.0,0
49015.0,0
49017.0,0
49019.0,0
49021.0,0
49023.0,0
49025.0,0
49027.0,0
49029.0,0
80049.0,0
49031.0,0
49033.0,0
49035.0,285
49037.0,29
49039.0,0
49041.0,0
0,2
0,45
49043.0,1
49045.0,2
0,2
49047.0,0
90049.0,0
49049.0,72
49051.0,9
49053.0,0
49055.0,0
49057.0,0
0,32
50001.0,2
50003.0,1
50005.0,0
50007.0,39
50009.0,0
50011.0,7
50013.0,0
50015.0,1
50017.0,0
50019.0,0
80050.0,0
50021.0,1
90050.0,0
50023.0,2
50025.0,3
50027.0,2
78.0,21
51001.0,19
51003.0,22
51510.0,74
51005.0,4
51007.0,6
51009.0,4
51011.0,5
51013.0,153
51015.0,8
51017.0,0
51019.0,16
51021.0,5
51023.0,11
51520.0,7
51025.0,5
51027.0,2
51029.0,9
51530.0,1
51031.0,6
51033.0,5
51035.0,25
51036.0,5
51037.0,0
51540.0,32
51550.0,75
51041.0,99
51043.0,1
51570.0,26
51580.0,0
51045.0,0
51047.0,18
51049.0,2
51590.0,38
51051.0,1
51053.0,12
51595.0,26
51057.0,2
51059.0,599
51600.0,8
51610.0,7
51061.0,25
51063.0,16
51065.0,9
51067.0,1
51620.0,11
51069.0,13
51630.0,5
51640.0,30
51071.0,0
51073.0,3
51075.0,7
51077.0,18
51079.0,3
51081.0,12
51083.0,7
51650.0,29
51085.0,40
51660.0,35
51087.0,222
51089.0,31
51091.0,0
51670.0,7
51093.0,22
51095.0,21
51099.0,4
51101.0,2
51097.0,1
51103.0,0
51105.0,9
51678.0,1
51107.0,129
51109.0,7
51111.0,3
51680.0,23
51113.0,3
51683.0,26
51685.0,8
51690.0,23
51115.0,0
51117.0,34
51119.0,11
51121.0,5
51125.0,2
51127.0,3
51700.0,49
51710.0,81
51131.0,31
51133.0,6
51720.0,0
51135.0,20
51137.0,5
80051.0,0
51139.0,30
51141.0,26
51730.0,29
51143.0,11
51735.0,2
51740.0,64
51145.0,5
51147.0,12
51149.0,5
51153.0,216
51155.0,6
51750.0,1
51157.0,2
51159.0,4
51760.0,63
51161.0,9
51770.0,32
51163.0,3
51165.0,22
51167.0,8
51775.0,6
51169.0,5
51171.0,59
51173.0,22
51175.0,31
51177.0,46
51179.0,19
51790.0,0
51800.0,77
51181.0,4
51183.0,12
51185.0,2
90051.0,0
51810.0,103
51187.0,14
51191.0,21
51820.0,3
51193.0,4
51830.0,8
51840.0,4
51195.0,9
51197.0,6
51199.0,9
53001.0,10
53003.0,6
53005.0,132
53007.0,16
53009.0,1
53011.0,74
53013.0,1
53015.0,7
53017.0,9
53019.0,0
53021.0,67
53023.0,0
53025.0,23
53027.0,11
53029.0,12
53031.0,0
53033.0,792
53035.0,19
53037.0,22
53039.0,3
53041.0,8
53043.0,2
53045.0,9
53047.0,10
80053.0,0
53049.0,3
53051.0,0
53053.0,217
53055.0,0
53057.0,23
53059.0,1
53061.0,220
53063.0,185
53065.0,5
53067.0,21
90053.0,5
53069.0,0
53071.0,6
53073.0,49
53075.0,3
53077.0,267
54001.0,1
54003.0,17
54005.0,3
54007.0,0
54009.0,1
54011.0,15
54013.0,0
54015.0,2
54017.0,1
54019.0,19
54021.0,0
54023.0,7
54025.0,3
54027.0,1
54029.0,0
54031.0,1
54033.0,10
54035.0,24
54037.0,4
54039.0,101
54041.0,2
54043.0,2
54045.0,43
54049.0,5
54051.0,1
54053.0,6
54047.0,1
54055.0,30
54057.0,4
54059.0,10
54061.0,5
54063.0,8
54065.0,0
54067.0,3
54069.0,7
80054.0,0
54071.0,1
54073.0,3
54075.0,0
54077.0,4
54079.0,10
54081.0,8
54083.0,1
54085.0,0
54087.0,2
54089.0,0
54091.0,8
54093.0,0
54095.0,1
90054.0,0
54097.0,1
54099.0,11
54101.0,0
54103.0,0
54105.0,0
54107.0,6
54109.0,5
55001.0,4
55003.0,3
55005.0,6
55007.0,1
55009.0,84
55011.0,2
55013.0,6
55015.0,10
55017.0,2
55019.0,11
55021.0,4
55023.0,0
55025.0,46
55027.0,21
55029.0,4
55031.0,1
55033.0,1
55035.0,9
55037.0,4
55039.0,17
55041.0,10
55043.0,23
55045.0,3
55047.0,2
55049.0,1
55051.0,1
55053.0,1
55055.0,9
55057.0,3
55059.0,69
55061.0,4
55063.0,12
55065.0,1
55067.0,5
55069.0,5
55071.0,7
55073.0,32
55075.0,9
55077.0,2
55078.0,0
55079.0,554
55081.0,3
55083.0,6
55085.0,6
80055.0,0
55087.0,48
55089.0,23
55091.0,0
55093.0,7
55095.0,2
55097.0,15
55099.0,0
55101.0,101
55103.0,6
55105.0,38
55107.0,1
55111.0,6
55113.0,1
55115.0,8
55117.0,20
55109.0,9
55119.0,6
55121.0,2
90055.0,0
55123.0,3
55125.0,3
55127.0,36
55129.0,2
55131.0,40
55133.0,103
55135.0,29
55137.0,3
55139.0,49
55141.0,9
56001.0,1
56003.0,2
56005.0,2
56007.0,2
56009.0,0
56011.0,0
56013.0,14
56015.0,2
56017.0,0
56019.0,1
56021.0,4
56023.0,2
56025.0,7
56027.0,0
80056.0,0
56029.0,2
56031.0,1
56033.0,4
56035.0,1
56037.0,2
56039.0,1
56041.0,2
90056.0,0
56043.0,7
56045.0,0
